open_time,close_time,return_1,return_2,return_3,range_percent,body_percent,upper_wick_percent,lower_wick_percent,volume,volume_change_1,ema_fast_gap,ema_slow_gap,ema_trend_gap,ema_fast_slow_gap,ema_fast_slope,ema_slow_slope,ema_trend_slope,rsi,rsi_delta,rsi_centered,macd,macd_signal,macd_histogram,macd_histogram_delta,atr_percent,atr_change_1,distance_to_prev_high,distance_to_prev_low,three_candle_momentum,hour_sin,hour_cos,weekday_sin,weekday_cos,target_up
2026-01-19T05:00:00+00:00,2026-01-19T06:00:00+00:00,-0.003087486033171682,-0.002876452624140343,-0.00044001173364618517,0.006019262890057975,-0.0030843832478461776,0.0008460685908743342,0.002079268197499355,33144.2543,0.3370272299779279,-0.021611381524961046,-0.027721649114240642,-0.012648162268804136,-0.006245235762046513,-0.0022697189224603,-0.0011302170462800637,-0.0001271010520008124,0.24342212724943352,-0.015286591570747134,-0.513155745501133,-28.933487625911766,-14.19842735215602,-14.735060273755746,0.9037077256886406,0.007097837959546013,-0.011554040234778734,-0.004651928825799653,-0.0007487248280271526,-0.0004323296290128652,0.9659258262890683,0.25881904510252074,0.0,1.0,0
2026-01-19T06:00:00+00:00,2026-01-19T07:00:00+00:00,-0.002332152167465464,-0.005412437713392865,-0.005201896466383806,0.005222839046432903,-0.0023352669010258996,0.00047252767885648875,0.002409578229930034,18341.0265,-0.4466302866859189,-0.02166690003881293,-0.028847030481625048,-0.014804254994334133,-0.007339147007391417,-0.0022755364440153743,-0.0011760451050054222,-0.000148764348231098,0.23229133150369777,-0.011130795745735753,-0.5354173369926045,-31.377766311816686,-17.634295144088153,-13.743471167728533,0.9915891060272131,0.00697931626076845,-0.018991491083738783,-0.006247531618605188,-0.0002534108791480218,-0.005207951210981842,1.0,6.123233995736766e-17,0.0,1.0,1
2026-01-19T07:00:00+00:00,2026-01-19T08:00:00+00:00,0.0037207643056972046,0.0013799347496915807,-0.001711811812746462,0.004314927341487262,0.0037207643056972046,0.0006079558031720555,0.0,9992.5605,-0.45517986684114986,-0.01633796910184883,-0.024268060798513614,-0.011028964609350479,-0.008061805221275102,-0.001716833634418569,-0.0009895529089124513,-0.00011083158041985794,0.28809159104372367,0.05580025954002593,-0.4238168179125526,-31.98672805932847,-20.504781727136216,-11.481946332192255,2.261524835536278,0.0067649786488510515,-0.027103904417582834,0.0009049576074167941,0.006145149754695814,-0.0016988738949399412,0.9659258262890683,-0.25881904510252085,0.0,1.0,1
2026-01-19T08:00:00+00:00,2026-01-19T09:00:00+00:00,0.001995342123231111,0.005723530626678088,0.0033780303148560615,0.00768232691428079,0.001995342123231111,0.002526548989224795,0.0031644092635979733,16942.2718,0.6954885386983646,-0.013023988337511238,-0.021464591658614345,-0.008966331200252156,-0.008551984264425567,-0.0013690692206261273,-0.0008753388925193977,-9.010576162969599e-05,0.3168737616941854,0.028782170650461722,-0.3662524766116292,-31.588772413540482,-22.72157986441707,-8.867192549123413,2.614753783068842,0.006817994213224762,0.009847746590392864,0.001386543362975185,0.005723530626678088,0.003383954261462851,0.8660254037844387,-0.4999999999999998,0.0,1.0,0
2026-01-19T09:00:00+00:00,2026-01-19T10:00:00+00:00,-0.001372177468285853,0.0006204266914422384,0.004343499458627263,0.0029070310893421097,-0.001372177468285853,0.0003115788948919756,0.001221389267976567,5601.1018,-0.6694007824853807,-0.013026771551631695,-0.021932527905488428,-0.010224507510617833,-0.009023300832442611,-0.0013693613888050345,-0.0008944045450141834,-0.0001027483111530891,0.30764398594242565,-0.009229775751759775,-0.3847120281151487,-31.26879266355263,-24.431022424244183,-6.837770239308448,2.029422309814965,0.0065473388893800685,-0.0410149123041965,-0.003888900958724188,0.003803208957557894,0.004343928960642463,0.7071067811865476,-0.7071067811865475,0.0,1.0,1
2026-01-19T10:00:00+00:00,2026-01-19T11:00:00+00:00,0.0018725891583006996,0.00049784216536447,0.0024941776540388532,0.0034396215794269412,0.0018725891583006996,0.00034520614404741064,0.0012253263131050997,11163.0134,0.9930031266348345,-0.010124728933956679,-0.01932797023760953,-0.008288460859081314,-0.009297374702311177,-0.0010646263032862953,-0.0007882748769080789,-8.329417566394791e-05,0.33602808699453846,0.028384101052112812,-0.3279438260109231,-30.182326561270656,-25.581283251649477,-4.601043309621179,2.2367269296872685,0.006313995633049574,-0.03383355288387431,0.00018663274098172213,0.0030977619995382483,0.0024957538132459574,0.49999999999999994,-0.8660254037844387,0.0,1.0,1
2026-01-19T11:00:00+00:00,2026-01-19T12:00:00+00:00,0.002624810680864712,0.00450231503118899,0.0031239595876622153,0.005555365999671161,0.0026216925622301606,0.0022829421416851363,0.0006575865951592604,28599.4564,1.5619835231945525,-0.006814569565500876,-0.01610745930225502,-0.005629153064586317,-0.009356651287855369,-0.000716808928546554,-0.0006570153654691602,-5.657120217723459e-05,0.37479160074593054,0.03876351375139208,-0.2504167985081389,-28.313872189839003,-26.127801039287384,-2.1860711505516193,2.41497215906956,0.006244458835846285,-0.008417217566093106,0.0022788178748857258,0.0057369787117222395,0.0031252223708795584,0.258819045102521,-0.9659258262890682,0.0,1.0,1
2026-01-19T12:00:00+00:00,2026-01-19T13:00:00+00:00,0.0003691170038866019,0.002994896547005604,0.0048730939161104585,0.005202939443738241,0.0003691170038866019,0.0034603578183623174,0.001373600818579218,17269.5153,-0.3961593165106453,-0.005837460489681269,-0.015136210228234694,-0.005210027328358443,-0.0093533495469801,-0.0006140921842966531,-0.0006174230523720604,-5.235934205790762e-05,0.3802851688986427,0.005493568152712172,-0.23942966220271458,-26.432389452223106,-26.18871872187453,-0.24367073034857611,1.9424004202030432,0.006167925085626398,-0.011891673264913038,-0.0019094659375416083,0.0036534966514800028,0.004866516843052013,1.2246467991473532e-16,-1.0,0.0,1.0,0
2026-01-19T13:00:00+00:00,2026-01-19T14:00:00+00:00,-0.002117763790270047,-0.0017494284890086488,0.0008707902732727041,0.003738033166887721,-0.002120857893219191,3.1072594902738213e-06,0.0016095604159998497,5767.7086,-0.6660179223443521,-0.007191839238309011,-0.016557732309414826,-0.0072444813780940115,-0.009433739005449172,-0.0007564630397618159,-0.0006753693764925849,-7.280355732748115e-05,0.3606954244026837,-0.019589744495958995,-0.2786091511946326,-25.201912783695207,-25.991357534238666,0.7894447505434599,1.033115480892036,0.006006516311947053,-0.028231399378737546,-0.005558885874435378,-0.00037583709170426166,0.000876163894481267,-0.25881904510252035,-0.9659258262890684,0.0,1.0,0
2026-01-19T14:00:00+00:00,2026-01-19T15:00:00+00:00,-0.0016375257514130207,-0.00375182164894109,-0.003384089506220662,0.005250544662309334,-0.0016375257514130207,0.0004512916277621594,0.0031590413943355404,10163.4651,0.7621322096612162,-0.007984523031391907,-0.01746811371498899,-0.008782659123076408,-0.009559922101797194,-0.0008397703016923121,-0.0007124762489327749,-8.826014034516925e-05,0.34588963635276826,-0.014805788049915449,-0.3082207272944635,-24.371061686886605,-25.667298364768254,1.296236677881648,0.5067919273381882,0.005961666583661196,-0.009092143931968858,-0.0037579997023366235,-2.8010419876239233e-05,-0.0033861725377964656,-0.5000000000000001,-0.8660254037844386,0.0,1.0,1
